LOCATION,SUBJECT,TIME,VALUE
DEU,TRY,2015,27.638235
DEU,UPPSRY,2015,59.153015
DEU,TRY_MEN,2015,30.822794
DEU,TRY_WOMEN,2015,24.437277
DEU,UPPSRY_MEN,2015,57.631794
DEU,UPPSRY_WOMEN,2015,60.682072
DEU,BUPPSRY,2016,13.523512
DEU,TRY,2016,28.291723
DEU,UPPSRY,2016,58.184765
DEU,TRY_MEN,2016,31.311701
DEU,TRY_WOMEN,2016,25.228304
DEU,UPPSRY_MEN,2016,56.559963
DEU,UPPSRY_WOMEN,2016,59.832939
DEU,BUPPSRY,2017,13.478389
DEU,TRY,2017,28.58337
DEU,UPPSRY,2017,57.93824
DEU,TRY_MEN,2017,31.383993
DEU,TRY_WOMEN,2017,25.732599
DEU,UPPSRY_MEN,2017,56.267902
DEU,UPPSRY_WOMEN,2017,59.638489
DNK,BUPPSRY,2008,26.203114
DNK,TRY,2008,31.414381
DNK,UPPSRY,2008,42.382504
DNK,TRY_MEN,2008,28.952282
DNK,TRY_WOMEN,2008,33.926411
DNK,UPPSRY_MEN,2008,46.171612
DNK,UPPSRY_WOMEN,2008,38.51656
DNK,BUPPSRY,2009,25.244347
DNK,TRY,2009,32.449905
DNK,UPPSRY,2009,42.305748
DNK,TRY_MEN,2009,29.112455
DNK,TRY_WOMEN,2009,35.83601
DNK,UPPSRY_MEN,2009,47.043861
DNK,UPPSRY_WOMEN,2009,37.498558
DNK,BUPPSRY,2010,24.37451
DNK,TRY,2010,33.262753
DNK,UPPSRY,2010,42.362736
DNK,TRY_MEN,2010,30.168686
DNK,TRY_WOMEN,2010,36.417156
DNK,UPPSRY_MEN,2010,46.36348
DNK,UPPSRY_WOMEN,2010,38.283974
DNK,BUPPSRY,2011,23.103144
DNK,TRY,2011,33.702026
DNK,UPPSRY,2011,43.194832
DNK,TRY_MEN,2011,29.720867
DNK,TRY_WOMEN,2011,37.758144
DNK,UPPSRY_MEN,2011,47.525124
DNK,UPPSRY_WOMEN,2011,38.783001
DNK,BUPPSRY,2012,22.10408
DNK,TRY,2012,34.782349
DNK,UPPSRY,2012,43.113571
DNK,TRY_MEN,2012,29.80813
DNK,TRY_WOMEN,2012,39.862782
DNK,UPPSRY_MEN,2012,47.861485
DNK,UPPSRY_WOMEN,2012,38.264271
DNK,BUPPSRY,2013,21.733091
DNK,TRY,2013,35.42934
DNK,UPPSRY,2013,42.83757
DNK,TRY_MEN,2013,30.276464
DNK,TRY_WOMEN,2013,40.672806
DNK,UPPSRY_MEN,2013,47.493137
DNK,UPPSRY_WOMEN,2013,38.100151
DNK,BUPPSRY,2014,20.446318
DNK,TRY,2014,35.800922
DNK,UPPSRY,2014,43.752758
DNK,TRY_MEN,2014,30.955563
DNK,TRY_WOMEN,2014,40.692032
DNK,UPPSRY_MEN,2014,47.330097
DNK,UPPSRY_WOMEN,2014,40.141644
DNK,BUPPSRY,2015,19.62863
DNK,TRY,2015,37.095581
DNK,UPPSRY,2015,43.275791
DNK,TRY_MEN,2015,31.716614
DNK,TRY_WOMEN,2015,42.565228
DNK,UPPSRY_MEN,2015,47.36483
DNK,UPPSRY_WOMEN,2015,39.117821
DNK,BUPPSRY,2016,19.254272
DNK,TRY,2016,38.169136
DNK,UPPSRY,2016,42.576591
DNK,TRY_MEN,2016,33.52124
DNK,TRY_WOMEN,2016,42.886276
DNK,UPPSRY_MEN,2016,45.836121
DNK,UPPSRY_WOMEN,2016,39.268501
DNK,BUPPSRY,2017,18.670513
DNK,TRY,2017,39.232346
DNK,UPPSRY,2017,42.097141
DNK,TRY_MEN,2017,33.796181
DNK,TRY_WOMEN,2017,44.714474
DNK,UPPSRY_MEN,2017,45.623226
DNK,UPPSRY_WOMEN,2017,38.541245
ESP,BUPPSRY,2008,48.898933
ESP,TRY,2008,29.519304
ESP,UPPSRY,2008,21.58176
ESP,TRY_MEN,2008,28.865133
ESP,TRY_WOMEN,2008,30.188587
ESP,UPPSRY_MEN,2008,21.647127
ESP,UPPSRY_WOMEN,2008,21.514883
ESP,BUPPSRY,2009,48.375061
ESP,TRY,2009,29.989544
ESP,UPPSRY,2009,21.635395
ESP,TRY_MEN,2009,28.886629
ESP,TRY_WOMEN,2009,31.115898
ESP,UPPSRY_MEN,2009,21.737738
ESP,UPPSRY_WOMEN,2009,21.530878
ESP,BUPPSRY,2010,47.127037
ESP,TRY,2010,31.016668
ESP,UPPSRY,2010,21.856297
ESP,TRY_MEN,2010,29.568083
ESP,TRY_WOMEN,2010,32.491753
ESP,UPPSRY_MEN,2010,22.110355
ESP,UPPSRY_WOMEN,2010,21.597589
ESP,BUPPSRY,2011,45.960678
ESP,TRY,2011,31.91456
ESP,UPPSRY,2011,22.12476
ESP,TRY_MEN,2011,30.52334
ESP,TRY_WOMEN,2011,33.326809
ESP,UPPSRY_MEN,2011,22.045816
ESP,UPPSRY_WOMEN,2011,22.204897
ESP,BUPPSRY,2012,45.344112
ESP,TRY,2012,32.649994
ESP,UPPSRY,2012,22.005894
ESP,TRY_MEN,2012,31.075237
ESP,TRY_WOMEN,2012,34.241261
ESP,UPPSRY_MEN,2012,21.858583
ESP,UPPSRY_WOMEN,2012,22.154747
ESP,BUPPSRY,2013,44.545616
ESP,TRY,2013,33.734821
ESP,UPPSRY,2013,21.719563
ESP,TRY_MEN,2013,32.047512
ESP,TRY_WOMEN,2013,35.431107
ESP,UPPSRY_MEN,2013,21.372114
ESP,UPPSRY_WOMEN,2013,22.068859
ESP,BUPPSRY,2014,43.382374
ESP,TRY,2014,34.678776
ESP,UPPSRY,2014,21.93885
ESP,TRY_MEN,2014,32.813118
ESP,TRY_WOMEN,2014,36.547832
ESP,UPPSRY_MEN,2014,22.024538
ESP,UPPSRY_WOMEN,2014,21.853004
ESP,BUPPSRY,2015,42.565994
ESP,TRY,2015,35.081161
ESP,UPPSRY,2015,22.352846
ESP,TRY_MEN,2015,32.657227
ESP,TRY_WOMEN,2015,37.504776
ESP,UPPSRY_MEN,2015,22.65926
ESP,UPPSRY_WOMEN,2015,22.046331
ESP,BUPPSRY,2016,41.726074
ESP,TRY,2016,35.693489
ESP,UPPSRY,2016,22.580437
ESP,TRY_MEN,2016,32.98119
ESP,TRY_WOMEN,2016,38.397327
ESP,UPPSRY_MEN,2016,22.688265
ESP,UPPSRY_WOMEN,2016,22.472944
ESP,BUPPSRY,2017,40.925529
ESP,TRY,2017,36.351273
ESP,UPPSRY,2017,22.723196
ESP,TRY_MEN,2017,33.75465
ESP,TRY_WOMEN,2017,38.934372
ESP,UPPSRY_MEN,2017,22.721037
ESP,UPPSRY_WOMEN,2017,22.725344
EST,BUPPSRY,2008,11.692819
EST,TRY,2008,34.176804
EST,UPPSRY,2008,54.130379
EST,TRY_MEN,2008,26.201738
EST,TRY_WOMEN,2008,41.563114
EST,UPPSRY_MEN,2008,60.256916
EST,UPPSRY_WOMEN,2008,48.456123
EST,BUPPSRY,2009,11.327562
EST,TRY,2009,36.065544
EST,UPPSRY,2009,52.606895
EST,TRY_MEN,2009,26.493443
EST,TRY_WOMEN,2009,44.962532
EST,UPPSRY_MEN,2009,59.504539
EST,UPPSRY_WOMEN,2009,46.195736
EST,BUPPSRY,2010,10.864561
EST,TRY,2010,35.423084
EST,UPPSRY,2010,53.712353
EST,TRY_MEN,2010,26.480659
EST,TRY_WOMEN,2010,43.77713
EST,UPPSRY_MEN,2010,59.705551
EST,UPPSRY_WOMEN,2010,48.113487
EST,BUPPSRY,2011,10.989735
EST,TRY,2011,36.889767
EST,UPPSRY,2011,52.120499
EST,TRY_MEN,2011,28.079679
EST,TRY_WOMEN,2011,45.152157
EST,UPPSRY_MEN,2011,58.179489
EST,UPPSRY_WOMEN,2011,46.438175
EST,BUPPSRY,2012,10.076135
EST,TRY,2012,37.605877
EST,UPPSRY,2012,52.317989
EST,TRY_MEN,2012,28.885132
EST,TRY_WOMEN,2012,45.828297
EST,UPPSRY_MEN,2012,58.383217
EST,UPPSRY_WOMEN,2012,46.599342
EST,BUPPSRY,2013,9.4806528
EST,TRY,2013,37.345535
EST,UPPSRY,2013,53.173813
EST,TRY_MEN,2013,28.258377
EST,TRY_WOMEN,2013,45.959515
EST,UPPSRY_MEN,2013,59.358192
EST,UPPSRY_WOMEN,2013,47.311459
EST,BUPPSRY,2014,11.895004
EST,TRY,2014,37.499954
EST,UPPSRY,2014,50.605042
EST,TRY_MEN,2014,28.447504
EST,TRY_WOMEN,2014,46.141506
EST,UPPSRY_MEN,2014,55.440289
EST,UPPSRY_WOMEN,2014,45.989273
EST,BUPPSRY,2015,11.442164
EST,TRY,2015,38.030697
EST,UPPSRY,2015,50.527138
EST,TRY_MEN,2015,28.332598
EST,TRY_WOMEN,2015,47.362286
EST,UPPSRY_MEN,2015,57.061733
EST,UPPSRY_WOMEN,2015,44.239498
EST,BUPPSRY,2016,11.10444
EST,TRY,2016,38.756851
EST,UPPSRY,2016,50.13871
EST,TRY_MEN,2016,29.157036
EST,TRY_WOMEN,2016,48.067318
EST,UPPSRY_MEN,2016,56.15049
EST,UPPSRY_WOMEN,2016,44.308128
EST,BUPPSRY,2017,11.317183
EST,TRY,2017,39.663879
EST,UPPSRY,2017,49.018936
EST,TRY_MEN,2017,29.877974
EST,TRY_WOMEN,2017,49.222305
EST,UPPSRY_MEN,2017,55.16227
EST,UPPSRY_WOMEN,2017,43.01841
FIN,BUPPSRY,2008,18.926767
FIN,TRY,2008,36.583557
FIN,UPPSRY,2008,44.489677
FIN,TRY_MEN,2008,31.022511
FIN,TRY_WOMEN,2008,42.23674
FIN,UPPSRY_MEN,2008,47.730659
FIN,UPPSRY_WOMEN,2008,41.194996
FIN,BUPPSRY,2009,18.026873
FIN,TRY,2009,37.268574
FIN,UPPSRY,2009,44.704552
FIN,TRY_MEN,2009,31.355534
FIN,TRY_WOMEN,2009,43.27985
FIN,UPPSRY_MEN,2009,48.205776
FIN,UPPSRY_WOMEN,2009,41.145164
FIN,BUPPSRY,2010,17.01717
FIN,TRY,2010,38.146343
FIN,UPPSRY,2010,44.836487
FIN,TRY_MEN,2010,32.415871
FIN,TRY_WOMEN,2010,43.969322
FIN,UPPSRY_MEN,2010,48.339851
FIN,UPPSRY_WOMEN,2010,41.276569
FIN,BUPPSRY,2011,16.27569
FIN,TRY,2011,39.318207
FIN,UPPSRY,2011,44.406101
FIN,TRY_MEN,2011,33.023373
FIN,TRY_WOMEN,2011,45.724716
FIN,UPPSRY_MEN,2011,48.216892
FIN,UPPSRY_WOMEN,2011,40.527706
FIN,BUPPSRY,2012,15.202716
FIN,TRY,2012,39.661289
FIN,UPPSRY,2012,45.135994
FIN,TRY_MEN,2012,33.281662
FIN,TRY_WOMEN,2012,46.156898
FIN,UPPSRY_MEN,2012,48.991562
FIN,UPPSRY_WOMEN,2012,41.210335
FIN,BUPPSRY,2013,14.109433
FIN,TRY,2013,40.545231
FIN,UPPSRY,2013,45.345337
FIN,TRY_MEN,2013,34.131176
FIN,TRY_WOMEN,2013,47.075142
FIN,UPPSRY_MEN,2013,49.326359
FIN,UPPSRY_WOMEN,2013,41.292404
FIN,BUPPSRY,2014,13.493114
FIN,TRY,2014,41.776676
FIN,UPPSRY,2014,44.730209
FIN,TRY_MEN,2014,35.209499
FIN,TRY_WOMEN,2014,48.469807
FIN,UPPSRY_MEN,2014,48.683132
FIN,UPPSRY_WOMEN,2014,40.701469
FIN,BUPPSRY,2015,12.847135
FIN,TRY,2015,42.742619
FIN,UPPSRY,2015,44.410244
FIN,TRY_MEN,2015,36.266994
FIN,TRY_WOMEN,2015,49.341976
FIN,UPPSRY_MEN,2015,48.035625
FIN,UPPSRY_WOMEN,2015,40.715591
FIN,BUPPSRY,2016,12.091855
FIN,TRY,2016,43.595264
FIN,UPPSRY,2016,44.312881
FIN,TRY_MEN,2016,36.531628
FIN,TRY_WOMEN,2016,50.7971
FIN,UPPSRY_MEN,2016,48.827293
FIN,UPPSRY_WOMEN,2016,39.710144
FIN,BUPPSRY,2017,11.896179
FIN,TRY,2017,44.304253
FIN,UPPSRY,2017,43.799568
FIN,TRY_MEN,2017,36.63578
FIN,TRY_WOMEN,2017,52.151714
FIN,UPPSRY_MEN,2017,48.396294
FIN,UPPSRY_WOMEN,2017,39.095551
FRA,BUPPSRY,2008,30.401829
FRA,TRY,2008,27.233906
FRA,UPPSRY,2008,42.364265
FRA,TRY_MEN,2008,25.313351
FRA,TRY_WOMEN,2008,29.074776
FRA,UPPSRY_MEN,2008,45.464798
FRA,UPPSRY_WOMEN,2008,39.392376
FRA,BUPPSRY,2009,29.745792
FRA,TRY,2009,28.588057
FRA,UPPSRY,2009,41.666153
FRA,TRY_MEN,2009,26.667507
FRA,TRY_WOMEN,2009,30.428736
FRA,UPPSRY_MEN,2009,44.629845
FRA,UPPSRY_WOMEN,2009,38.825706
FRA,BUPPSRY,2010,29.233322
FRA,TRY,2010,29.006897
FRA,UPPSRY,2010,41.759781
FRA,TRY_MEN,2010,27.267246
FRA,TRY_WOMEN,2010,30.673267
FRA,UPPSRY_MEN,2010,44.752144
FRA,UPPSRY_WOMEN,2010,38.893467
FRA,BUPPSRY,2011,28.385553
FRA,TRY,2011,29.767
FRA,UPPSRY,2011,41.847446
FRA,TRY_MEN,2011,28.037289
FRA,TRY_WOMEN,2011,31.422382
FRA,UPPSRY_MEN,2011,44.636353
FRA,UPPSRY_WOMEN,2011,39.178383
FRA,BUPPSRY,2012,27.465466
FRA,TRY,2012,30.856123
FRA,UPPSRY,2012,41.67841
FRA,TRY_MEN,2012,28.958441
FRA,TRY_WOMEN,2012,32.671661
FRA,UPPSRY_MEN,2012,44.39595
FRA,UPPSRY_WOMEN,2012,39.078506
FRA,BUPPSRY,2013,25.153784
FRA,TRY,2013,32.105263
FRA,UPPSRY,2013,42.740952
FRA,TRY_MEN,2013,30.071928
FRA,TRY_WOMEN,2013,34.049885
FRA,UPPSRY_MEN,2013,45.742928
FRA,UPPSRY_WOMEN,2013,39.869949
FRA,BUPPSRY,2014,22.681496
FRA,TRY,2014,33.539047
FRA,UPPSRY,2014,43.779457
FRA,TRY_MEN,2014,31.197784
FRA,TRY_WOMEN,2014,35.7752
FRA,UPPSRY_MEN,2014,47.18317
FRA,UPPSRY_WOMEN,2014,40.528553
FRA,BUPPSRY,2015,22.467602
FRA,TRY,2015,34.085361
FRA,UPPSRY,2015,43.447037
FRA,TRY_MEN,2015,31.506598
FRA,TRY_WOMEN,2015,36.540623
FRA,UPPSRY_MEN,2015,46.698593
FRA,UPPSRY_WOMEN,2015,40.351204
FRA,BUPPSRY,2016,21.89171
FRA,TRY,2016,34.582485
FRA,UPPSRY,2016,43.525806
FRA,TRY_MEN,2016,32.173527
FRA,TRY_WOMEN,2016,36.876068
FRA,UPPSRY_MEN,2016,46.547363
FRA,UPPSRY_WOMEN,2016,40.648956
FRA,BUPPSRY,2017,21.615114
FRA,TRY,2017,35.213791
FRA,UPPSRY,2017,43.171093
FRA,TRY_MEN,2017,32.766411
FRA,TRY_WOMEN,2017,37.543358
FRA,UPPSRY_MEN,2017,46.260525
FRA,UPPSRY_WOMEN,2017,40.230385
G20,BUPPSRY,2010,36.138638
G20,TRY,2010,28.20744
G20,UPPSRY,2010,36.839818
G20,TRY_MEN,2010,27.583801
G20,TRY_WOMEN,2010,28.731463
G20,UPPSRY_MEN,2010,39.10695
G20,UPPSRY_WOMEN,2010,34.625448
G20,BUPPSRY,2011,36.556688
G20,TRY,2011,27.866679
G20,UPPSRY,2011,36.809792
G20,TRY_MEN,2011,27.198436
G20,TRY_WOMEN,2011,28.427593
G20,UPPSRY_MEN,2011,38.965697
G20,UPPSRY_WOMEN,2011,34.686908
GBR,BUPPSRY,2008,28.359348
GBR,TRY,2008,35.216167
GBR,UPPSRY,2008,36.424484
GBR,TRY_MEN,2008,35.157639
GBR,TRY_WOMEN,2008,35.273495
GBR,UPPSRY_MEN,2008,39.948269
GBR,UPPSRY_WOMEN,2008,32.972931
GBR,BUPPSRY,2009,26.256872
GBR,TRY,2009,36.984959
GBR,UPPSRY,2009,36.758167
GBR,TRY_MEN,2009,36.860756
GBR,TRY_WOMEN,2009,37.106785
GBR,UPPSRY_MEN,2009,40.245293
GBR,UPPSRY_WOMEN,2009,33.337765
GBR,BUPPSRY,2010,24.937599
GBR,TRY,2010,38.187191
GBR,UPPSRY,2010,36.87521
GBR,TRY_MEN,2010,38.078377
GBR,TRY_WOMEN,2010,38.29401
GBR,UPPSRY_MEN,2010,40.000443
GBR,UPPSRY_WOMEN,2010,33.807289
GBR,BUPPSRY,2011,23.167467
GBR,TRY,2011,39.412373
GBR,UPPSRY,2011,37.420158
GBR,TRY_MEN,2011,39.054924
GBR,TRY_WOMEN,2011,39.763615
GBR,UPPSRY_MEN,2011,40.263885
GBR,UPPSRY_WOMEN,2011,34.62582
GBR,BUPPSRY,2012,21.91477
GBR,TRY,2012,40.977753
GBR,UPPSRY,2012,37.107475
GBR,TRY_MEN,2012,40.365162
GBR,TRY_WOMEN,2012,41.580528
GBR,UPPSRY_MEN,2012,39.366108
GBR,UPPSRY_WOMEN,2012,34.885033
GBR,BUPPSRY,2013,20.849527
GBR,TRY,2013,41.891979
GBR,UPPSRY,2013,37.258495
GBR,TRY_MEN,2013,40.777828
GBR,TRY_WOMEN,2013,42.991165
GBR,UPPSRY_MEN,2013,39.81942
GBR,UPPSRY_WOMEN,2013,34.731964
GBR,BUPPSRY,2014,20.83497
GBR,TRY,2014,42.217449
GBR,UPPSRY,2014,36.947582
GBR,TRY_MEN,2014,40.906902
GBR,TRY_WOMEN,2014,43.496193
GBR,UPPSRY_MEN,2014,39.398472
GBR,UPPSRY_WOMEN,2014,34.556164
GBR,BUPPSRY,2015,20.38233
GBR,TRY,2015,44.197987
GBR,UPPSRY,2015,35.419685
GBR,TRY_MEN,2015,43.469074
GBR,TRY_WOMEN,2015,44.909252
GBR,UPPSRY_MEN,2015,36.879204
GBR,UPPSRY_WOMEN,2015,33.995499
GBR,BUPPSRY,2016,19.253021
GBR,TRY,2016,45.766762
GBR,UPPSRY,2016,34.980217
GBR,TRY_MEN,2016,45.196854
GBR,TRY_WOMEN,2016,46.323395
GBR,UPPSRY_MEN,2016,35.817101
GBR,UPPSRY_WOMEN,2016,34.162834
GBR,BUPPSRY,2017,18.831131
GBR,TRY,2017,45.744305
GBR,UPPSRY,2017,35.424564
GBR,TRY_MEN,2017,44.585037
GBR,TRY_WOMEN,2017,46.877583
GBR,UPPSRY_MEN,2017,36.873829
GBR,UPPSRY_WOMEN,2017,34.007793
GRC,BUPPSRY,2008,38.692974
GRC,TRY,2008,23.535585
GRC,UPPSRY,2008,37.771439
GRC,TRY_MEN,2008,24.248762
GRC,TRY_WOMEN,2008,22.832247
GRC,UPPSRY_MEN,2008,35.793388
GRC,UPPSRY_WOMEN,2008,39.722206
GRC,BUPPSRY,2009,38.5051
GRC,TRY,2009,23.656685
GRC,UPPSRY,2009,37.838215
GRC,TRY_MEN,2009,24.01519
GRC,TRY_WOMEN,2009,23.30374
GRC,UPPSRY_MEN,2009,35.941803
GRC,UPPSRY_WOMEN,2009,39.705212
GRC,BUPPSRY,2010,37.26366
GRC,TRY,2010,24.744848
GRC,UPPSRY,2010,37.991489
GRC,TRY_MEN,2010,24.945505
GRC,TRY_WOMEN,2010,24.547791
GRC,UPPSRY_MEN,2010,35.966927
GRC,UPPSRY_WOMEN,2010,39.979736
GRC,BUPPSRY,2011,35.445217
GRC,TRY,2011,26.112072
GRC,UPPSRY,2011,38.442711
GRC,TRY_MEN,2011,26.24349
GRC,TRY_WOMEN,2011,25.98332
GRC,UPPSRY_MEN,2011,36.532429
GRC,UPPSRY_WOMEN,2011,40.314236
GRC,BUPPSRY,2012,34.217484
GRC,TRY,2012,26.719267
GRC,UPPSRY,2012,39.063248
GRC,TRY_MEN,2012,26.705133
GRC,TRY_WOMEN,2012,26.733065
GRC,UPPSRY_MEN,2012,37.407097
GRC,UPPSRY_WOMEN,2012,40.680149
GRC,BUPPSRY,2013,32.80518
GRC,TRY,2013,27.423178
GRC,UPPSRY,2013,39.771641
GRC,TRY_MEN,2013,27.32473
GRC,TRY_WOMEN,2013,27.519138
GRC,UPPSRY_MEN,2013,38.350273
GRC,UPPSRY_WOMEN,2013,41.157101
GRC,BUPPSRY,2014,31.733679
GRC,TRY,2014,28.105659
GRC,UPPSRY,2014,40.160664
GRC,TRY_MEN,2014,27.690657
GRC,TRY_WOMEN,2014,28.51054
GRC,UPPSRY_MEN,2014,39.048546
GRC,UPPSRY_WOMEN,2014,41.245655
GRC,BUPPSRY,2015,29.780088
GRC,TRY,2015,29.057495
GRC,UPPSRY,2015,41.162418
GRC,TRY_MEN,2015,28.011593
GRC,TRY_WOMEN,2015,30.0784
GRC,UPPSRY_MEN,2015,40.397408
GRC,UPPSRY_WOMEN,2015,41.909142
GRC,BUPPSRY,2016,28.349747
GRC,TRY,2016,30.231607
GRC,UPPSRY,2016,41.418648
GRC,TRY_MEN,2016,28.513227
GRC,TRY_WOMEN,2016,31.91032
GRC,UPPSRY_MEN,2016,41.525116
GRC,UPPSRY_WOMEN,2016,41.314632
GRC,BUPPSRY,2017,27.290607
GRC,TRY,2017,31.027514
GRC,UPPSRY,2017,41.681881
GRC,TRY_MEN,2017,29.305016
GRC,TRY_WOMEN,2017,32.712036
GRC,UPPSRY_MEN,2017,42.195286
GRC,UPPSRY_WOMEN,2017,41.17979
HUN,BUPPSRY,2008,20.296638
HUN,TRY,2008,19.197906
HUN,UPPSRY,2008,60.505455
HUN,TRY_MEN,2008,17.300709
HUN,TRY_WOMEN,2008,20.988491
HUN,UPPSRY_MEN,2008,65.865936
HUN,UPPSRY_WOMEN,2008,55.446201
HUN,BUPPSRY,2009,19.425785
HUN,TRY,2009,19.86219
HUN,UPPSRY,2009,60.712025
HUN,TRY_MEN,2009,17.471045
HUN,TRY_WOMEN,2009,22.124817
HUN,UPPSRY_MEN,2009,66.364792
HUN,UPPSRY_WOMEN,2009,55.363083
HUN,BUPPSRY,2010,18.707645
HUN,TRY,2010,20.121918
HUN,UPPSRY,2010,61.170437
HUN,TRY_MEN,2010,17.631626
HUN,TRY_WOMEN,2010,22.49086
HUN,UPPSRY_MEN,2010,66.698441
HUN,UPPSRY_WOMEN,2010,55.911804
HUN,BUPPSRY,2011,18.232164
HUN,TRY,2011,21.124001
HUN,UPPSRY,2011,60.643833
HUN,TRY_MEN,2011,18.672935
HUN,TRY_WOMEN,2011,23.469839
HUN,UPPSRY_MEN,2011,65.950653
HUN,UPPSRY_WOMEN,2011,55.564846
HUN,BUPPSRY,2012,17.879883
HUN,TRY,2012,22.046715
HUN,UPPSRY,2012,60.073402
HUN,TRY_MEN,2012,19.088211
HUN,TRY_WOMEN,2012,24.860256
HUN,UPPSRY_MEN,2012,65.619118
HUN,UPPSRY_WOMEN,2012,54.799419
HUN,BUPPSRY,2013,17.505869
HUN,TRY,2013,22.505821
HUN,UPPSRY,2013,59.988312
HUN,TRY_MEN,2013,19.357929
HUN,TRY_WOMEN,2013,25.501186
HUN,UPPSRY_MEN,2013,65.61586
HUN,UPPSRY_WOMEN,2013,54.63343
HUN,BUPPSRY,2014,16.905603
HUN,TRY,2014,23.356073
HUN,UPPSRY,2014,59.738323
HUN,TRY_MEN,2014,20.240128
HUN,TRY_WOMEN,2014,26.337843
HUN,UPPSRY_MEN,2014,64.909737
HUN,UPPSRY_WOMEN,2014,54.7896
HUN,BUPPSRY,2015,16.783051
HUN,TRY,2015,24.242552
HUN,UPPSRY,2015,58.9744
HUN,TRY_MEN,2015,21.039064
HUN,TRY_WOMEN,2015,27.318335
HUN,UPPSRY_MEN,2015,63.866844
HUN,UPPSRY_WOMEN,2015,54.276981
HUN,BUPPSRY,2016,16.637701
HUN,TRY,2016,23.713329
HUN,UPPSRY,2016,59.648968
HUN,TRY_MEN,2016,20.482416
HUN,TRY_WOMEN,2016,26.829664
HUN,UPPSRY_MEN,2016,64.722328
HUN,UPPSRY_WOMEN,2016,54.755527
HUN,BUPPSRY,2017,15.97375
HUN,TRY,2017,24.054041
HUN,UPPSRY,2017,59.972206
HUN,TRY_MEN,2017,21.013105
HUN,TRY_WOMEN,2017,26.998577
HUN,UPPSRY_MEN,2017,64.980949
HUN,UPPSRY_WOMEN,2017,55.122253
IDN,BUPPSRY,2008,79.396156
IDN,TRY,2008,6.4554873
IDN,UPPSRY,2008,14.148355
IDN,TRY_MEN,2008,6.8904028
IDN,TRY_WOMEN,2008,6.0257816
IDN,UPPSRY_MEN,2008,16.235556
IDN,UPPSRY_WOMEN,2008,12.086156
IDN,BUPPSRY,2009,71.04689
IDN,TRY,2009,7.5285029
IDN,UPPSRY,2009,21.424606
IDN,TRY_MEN,2009,7.7842197
IDN,TRY_WOMEN,2009,7.2756858
IDN,UPPSRY_MEN,2009,24.81736
IDN,UPPSRY_WOMEN,2009,18.070333
IDN,BUPPSRY,2010,69.68969
IDN,TRY,2010,7.9779863
IDN,UPPSRY,2010,22.332325
IDN,TRY_MEN,2010,8.0670834
IDN,TRY_WOMEN,2010,7.8890595
IDN,UPPSRY_MEN,2010,25.412422
IDN,UPPSRY_WOMEN,2010,19.258108
IDN,BUPPSRY,2011,68.898232
IDN,TRY,2011,8.1564999
IDN,UPPSRY,2011,22.945271
IDN,TRY_MEN,2011,8.2216234
IDN,TRY_WOMEN,2011,8.0908623
IDN,UPPSRY_MEN,2011,26.528286
IDN,UPPSRY_WOMEN,2011,19.334007
IDN,BUPPSRY,2012,68.246284
IDN,TRY,2012,9.007103
IDN,UPPSRY,2012,22.746614
IDN,TRY_MEN,2012,9.3656998
IDN,TRY_WOMEN,2012,8.6462975
IDN,UPPSRY_MEN,2012,26.10998
IDN,UPPSRY_WOMEN,2012,19.362526
IDN,BUPPSRY,2013,67.267471
IDN,TRY,2013,9.3885174
IDN,UPPSRY,2013,23.344013
IDN,TRY_MEN,2013,9.663888
IDN,TRY_WOMEN,2013,9.111598
IDN,UPPSRY_MEN,2013,26.702505
IDN,UPPSRY_WOMEN,2013,19.966633
IDN,BUPPSRY,2014,66.420502
IDN,TRY,2014,9.6783018
IDN,UPPSRY,2014,23.901196
IDN,TRY_MEN,2014,9.7876959
IDN,TRY_WOMEN,2014,9.568326
IDN,UPPSRY_MEN,2014,27.584063
IDN,UPPSRY_WOMEN,2014,20.198721
IDN,BUPPSRY,2015,64.566017
IDN,TRY,2015,10.567527
IDN,UPPSRY,2015,24.866453
IDN,TRY_MEN,2015,10.668953
IDN,TRY_WOMEN,2015,10.465724
IDN,UPPSRY_MEN,2015,28.57028
IDN,UPPSRY_WOMEN,2015,21.148869
IDN,BUPPSRY,2016,62.976006
IDN,TRY,2016,11.337651
IDN,UPPSRY,2016,25.686342
IDN,TRY_MEN,2016,11.250453
IDN,TRY_WOMEN,2016,11.416537
IDN,UPPSRY_MEN,2016,29.262917
IDN,UPPSRY_WOMEN,2016,22.102358
IDN,BUPPSRY,2017,62.102646
IDN,TRY,2017,11.857569
IDN,UPPSRY,2017,26.039787
IDN,TRY_MEN,2017,11.721274
IDN,TRY_WOMEN,2017,11.992479
IDN,UPPSRY_MEN,2017,29.5383
IDN,UPPSRY_WOMEN,2017,22.564634
IND,BUPPSRY,2011,71.298172
IND,TRY,2011,10.595189
IND,UPPSRY,2011,18.10664
IND,TRY_MEN,2011,13.318929
IND,TRY_WOMEN,2011,7.7748356
IND,UPPSRY_MEN,2011,22.600235
IND,UPPSRY_WOMEN,2011,13.453652
IRL,BUPPSRY,2008,30.546635
IRL,TRY,2008,33.902611
IRL,UPPSRY,2008,35.550751
IRL,TRY_MEN,2008,30.996067
IRL,TRY_WOMEN,2008,36.824852
IRL,UPPSRY_MEN,2008,35.072479
IRL,UPPSRY_WOMEN,2008,36.031609
